id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Escola Privada_1772631,Privada,Jardim Analia Franco Colegio,Rua,"Lucilia de Queiroz, 25",Vila Regente Feijo,3336020,Escola Privada,-23.554399,-46.562258
Escola Privada_1772632,Privada,Santa Clara Colegio,Rua,"Rua Sao Sabino, 2721",Chacara Belenzinho,3375080,Escola Privada,-21.460487,-49.578741
Escola Privada_1772633,Privada,Primo Tapia Colegio,Rua,"Rua Comendador Roberto Ugolini, 452454",Parque da Mooca,3125010,Escola Privada,-23.576465,-46.589702
Escola Privada_1772639,Privada,Lumen Vitae Colegio,Rua,"Afonso Celso, 671",Vila Mariana,4119060,Escola Privada,-23.597374,-46.634453
Escola Privada_1772640,Privada,Mater Et Magistra Centro Educacional Vivencial,Rua,"Rua Vigario Albernaz, 290",Vila Gumercindo,4134020,Escola Privada,-23.604965,-46.624789
Escola Privada_1772641,Privada,Cetec Colegio,Rua,"Jornalistas, 234",Cidade Vargas,4318000,Escola Privada,-23.644585,-46.635721
Escola Privada_1772642,Privada,Antoine de Saint Exupery Colegio,Rua,"Jose Jannarelli, 621",Vila Progredior,5615001,Escola Privada,-23.590061,-46.716437
Escola Privada_1772643,Privada,Concordia Colegio,Rua,"Januario Zingaro, 116",Jardim Paris,5794300,Escola Privada,-23.652387,-46.533937
Escola Privada_1772644,Privada,Chapel School,Rua,"Joao de Pontes Vigario, 537",Santo Amaro,4748000,Escola Privada,-23.693919,-46.67027
Escola Privada_1772645,Privada,Casinha Pequenina Escola de Educacao Infantil e Ensino Fundamental,Rua,"Rua Barao de Cotegipe, 251",Granja Julieta,4721040,Escola Privada,-23.500773,-46.557854
Escola Privada_1772647,Privada,Esc Part Nossa Senhora Auxiliadora Instituto - Unid II,Rua,"Dom Luis Lasanha, 220",Ipiranga,4266030,Escola Privada,-23.59125,-46.611774
Escola Privada_1772650,Privada,Britanica de Sao Paulo Escola St Paul S School,Rua,"Juquia, 166",Jardim America,1440020,Escola Privada,-23.652387,-46.533937
Escola Privada_1772676,Privada,Santa Barbara Colegio,Rua,"Rua Deinos, 165",Santa Barbara,8340100,Escola Privada,-23.634854,-46.823907
Escola Privada_1772677,Privada,Colegio Santa Virginia,Rua,"Rua Hirovo Kaminobo, 1061a",Jardim Bonifacio,8260160,Escola Privada,-23.575105,-46.433979
Escola Privada_1772678,Privada,Carlos Drummond de Andrade Colegio,Rua,"Avenida Sao Miguel, 4335",Parque Boturussu,3871100,Escola Privada,-23.552139,-46.647198
Escola Privada_1772679,Privada,Floresta Colegio,Rua,"Jose de Sousa Professor, 173",Parque Boturussu,3801010,Escola Privada,-23.32593,-46.751298
Escola Privada_1772680,Privada,Esc Part Regina Celi Inst de Educ,Rua,"Mazzei, 276",Vila Mazzei,2310000,Escola Privada,-23.779579,-45.358564
Escola Privada_1772681,Privada,Pionneiro Escola Norte,Rua,"Avenida Engenheiro Caetano Alvares, 4936",Lauzane Paulista,2413000,Escola Privada,-23.486895,-46.640581
Escola Privada_1772682,Privada,Novo Alicerce Colegio,Rua,"Alameda Afonso Schmidt, 592",Santa Terezinha,2450001,Escola Privada,-23.495664,-46.635757
Escola Privada_1772684,Privada,Piaget Colegio,Rua,"Rua Epaminondas Melo Amaral, 156",Imirim,2542000,Escola Privada,-23.483853,-46.655218
Escola Privada_1772685,Privada,Neolatino Colegio,Rua,"Rua Professora Maria Jose Barone Fernandes, 541",Vila Maria,2117021,Escola Privada,-23.51801,-46.590471
Escola Privada_1772686,Privada,Santa Joana Colegio,Rua,"Durval Fernandes Chaves, 76",Jardim Santo Elias,5136230,Escola Privada,-23.50155,-46.748741
Escola Privada_1772702,Privada,Exato Colegio,Rua,"Avenida Interlagos, 6524",Interlagos,4777000,Escola Privada,-23.703103,-46.702277
Escola Privada_1772703,Privada,Poty Escola,Rua,"Rua Wenceslau Ralisch, 215",Jardim Sertaozinho,4826240,Escola Privada,-23.724466,-46.714891
Escola Privada_1772705,Privada,Sao Jeronimo Colegio,Rua,"Rua Basilio Luz, 229",Santo Amaro,4746050,Escola Privada,-23.658386,-46.70828
Escola Privada_1772706,Privada,Etapa Colegio de Efm,Rua,"Vergueiro, 1987",Vila Mariana,4101000,Escola Privada,-23.579436,-46.639188
Escola Privada_1772708,Privada,Pueri Domus Escola Itaim Unidade II,Rua,"Rua Itacema, 214",Itaim Bibi,4530050,Escola Privada,-23.579151,-46.673007
Escola Privada_1772709,Privada,Adventista de Vila Alpina Colegio,Rua,"Lombroso, 109",Vila Bela,3202050,Escola Privada,-21.118351,-48.966735
Escola Privada_1772711,Privada,High Line School,Rua,"Avenida Nova Cantareira, 2534",Tucuruvi,2340000,Escola Privada,-23.475373,-46.611827
Escola Privada_1772712,Privada,Aliado Colegio Unidade Joao Paulo II,Rua,"Alberto Byington, 2245",Vila Maria,2127002,Escola Privada,-23.502476,-46.585517
Escola Privada_1772733,Privada,Panterinha Instituto de Educacaocolegio Ipe,Rua,"Cuevas, 140",Lapa,5076050,Escola Privada,-23.523534,-46.712394
Escola Privada_1772734,Privada,Colegio Poliedro de Educacao,Rua,"Francisco Matarazzo, 913",Agua Branca,5001000,Escola Privada,-23.633018,-46.515757
Escola Privada_1772736,Privada,Grupo Miudinho Segmento,Rua,"Rua Augusto Tolle, 334",Alto Santana,2405000,Escola Privada,-23.489748,-46.631267
Escola Privada_1772737,Privada,Recrearte Cei Escola e Colegio Henri Wallon,Rua,"Rua Guimaraes Passos, 509",Vila Mariana,4107031,Escola Privada,-23.581319,-46.632184
Escola Privada_1772739,Privada,Caminho Aberto Centro de Educacao,Rua,"Mauricio Francisco Klabin, 307",Vila Mariana,4120020,Escola Privada,-23.594156,-46.632582
Escola Privada_1772751,Privada,Brasil Jovem Colegio,Rua,"Rua Neuchatel, 510",Vila Friburgo,4781030,Escola Privada,46.61916,6.822325
Escola Privada_1772752,Privada,Lima Guimaraes K Colegio,Rua,"Rua Ariabu, 298",Cidade Dutra,4806010,Escola Privada,-23.712504,-46.701471
Escola Privada_1772754,Privada,24 de Marco Colegio,Rua,"Rua David Eid, 144",Vila do Castelo,4438000,Escola Privada,-23.671685,-46.669396
Escola Privada_1772755,Privada,24 de Marco Colegio Unidade I,Rua,"David Eid, 144",Vila do Castelo,4438000,Escola Privada,-22.109489,-49.070391
Escola Privada_1772757,Privada,Paulista de Educacao Basica Escola,Rua,"Rua Nossa Senhora das Merces, 732",Vila Merces,4165011,Escola Privada,-23.624022,-46.607641
Escola Privada_1772758,Privada,Objetivo Colegio I Unidade Pinheiros,Rua,"Rua Ferreira de Araujo, 809",Pinheiros,5428002,Escola Privada,-23.564912,-46.697973
Escola Privada_1772759,Privada,Rodrigues Alves Colegio Esges,Rua,"Domingos de Morais, 787",Vila Mariana,4009001,Escola Privada,-23.583431,-46.637573
Escola Privada_1772760,Privada,Sesi 415 Centro Educacional,Rua,"Deodato Saraiva da Silva, 232",Parque das Paineiras,3694090,Escola Privada,-23.536343,-46.476661
Escola Privada_1772761,Privada,Centro Interescolar Objetivo Unidade Tatuape,Rua,"Azevedo Soares, 1540",Vila Gomes Cardim,3322001,Escola Privada,10.078939,-66.479924
Escola Privada_1772762,Privada,Santa Tereza Escola de Efm,Rua,"Itarema, 25",Parque Sao Domingos,5121130,Escola Privada,-23.508983,-46.729034
