id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Fast Food_10987009,Spoleto,Spoleto,Rua,Praça Leonor Kaupa,Jardim da Saúde,04151-100,Fast Food,-20.930536,-48.501515
Fast Food_10987010,Churras Express,Churras Express Pinheiros,Rua,R. Mourato Coelho,Pinheiros,05417-001,Fast Food,-23.560873,-46.68945
Fast Food_10987031,Burger King,Burger King,Rua,Av. Dr. Antônio Maria Laet,Vila Gustavo,02240-000,Fast Food,-23.47434,-46.599367
Fast Food_10987074,Mcdonald´s,Mcdonalds,Rua,R. Direita,Centro Histórico de São Paulo,01002-001,Fast Food,-23.552139,-46.647198
Fast Food_10987075,Mcdonald´s,Mcdonalds,Rua,Rua Paulo Andrighetti,Pari,03022-000,Fast Food,-23.526908,-46.605796
Fast Food_10987111,Subway,Subway,Rua,Av. Pedro Bueno,Jabaquara,04342-001,Fast Food,-23.636928,-46.651803
Fast Food_10987115,Subway,Subway,Rua,Av. Sen. Teotônio Vilela,Jardim Sao Rafael,04864-002,Fast Food,-23.627917,-46.454945
Fast Food_10987150,Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,Rua,R. Cap. Pacheco e Chaves,Mooca,03126-000,Fast Food,-23.581888,-46.59098
Fast Food_10987185,Burger King,Burger King Extra Mooca,Rua,Rua Javari,Mooca,03112-100,Fast Food,-23.553748,-46.604115
Fast Food_10987203,Pizza Hut,Pizza Hut,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902
Fast Food_10987256,Subway,Subway Mackenzie,Rua,R. Maria Antônia,Consolação,01222-010,Fast Food,-23.546637,-46.650588
Fast Food_10987278,Mcdonald´s,Mcdonalds,Rua,Rod. Anchieta,Ipiranga,04246-002,Fast Food,-23.842865,-46.135446
Fast Food_10987296,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Francisco Matarazzo,Água Branca,05003-100,Fast Food,-22.751938,-47.629119
Fast Food_10987312,Monster Dog,Monster Dog Armenia,Rua,R. Eduardo Chaves,Luz,01109-060,Fast Food,-23.524206,-46.628802
Fast Food_10987318,Habib´s,Habibs,Rua,Av. Salim Farah Maluf,Vila Bertioga,03157-200,Fast Food,-23.848528,-46.137482
Fast Food_10987362,Subway,Subway,Rua,Av. Professor Luiz Ignácio Anhaia Mello,Vila Ema,03155-100,Fast Food,-23.590227,-46.54381
Fast Food_10987365,Giraffas,Giraffas,Rua,Av. Joaquina Ramalho,Vila Guilherme,02065-000,Fast Food,-23.517187,-46.610453
Fast Food_10987370,Burger King,Burger King Shopping Ibirapuera,Rua,Av. Ibirapuera,Indianópolis,04029-902,Fast Food,-23.592029,-46.651902
Fast Food_10987384,Vivenda do Camarão,Vivenda do Camarao,Rua,Av. Raimundo Pereira de Magalhães,Jardim Pirituba,02984-035,Fast Food,-23.460084,-46.720966
Fast Food_10987404,Mcdonald´s,Mcdonalds,Rua,R. Maria Amália Lopes Azevedo,Tremembé,02350-002,Fast Food,-23.458008,-46.604274
Fast Food_10987425,Ragazzo,Ragazzo,Rua,Rua Tibúrcio de Sousa,Itaim Paulista,08140-000,Fast Food,-23.50496,-46.396507
