longitude,latitude,pt_nome,pt_descric,pt_enderec
-46.52350758252972,-23.52313173812592,"R. EVANS , 100",TR PEDRO VIGNOLI/ R HELOISA PENTEADO,TR PEDRO VIGNOLI/ R HELOISA PENTEADO
-46.52188947720773,-23.55789657847361,"TERM. VILA CARRÃO , 0",R EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO,EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO
-46.70479825518935,-23.75715223111959,"R. JOÃO AMOS COMENIUS , 1082",RUA DR. ARMANDO FAJARDO,UA DR. ARMANDO FAJARDO
-46.71840809238555,-23.77116320950572,"R. ARCELINA TEIXEIRA DA SILVA , 3",R SATELITE ARIEL/ R SATELITE DIONEIA,SATELITE ARIEL/ R SATELITE DIONEIA
-46.71165664777402,-23.62711082513211,"C09 GRANJA JULIETA - STO. AMARO , 4403",R ALEXANDRE DUMAS,ALEXANDRE DUMAS
-46.68391842806946,-23.75779616685498,"R. ALZIRO PINHEIRO MAGALHÃES , 1568",R CORONEL JOAO CABANAS/ R RICARDO MACEDO,CORONEL JOAO CABANAS/ R RICARDO MACEDO
-46.75709346590028,-23.56948921297291,"AV. DO RIO PEQUENO , 1427",R SEBASTIAO RODRIGUES URBANO/ R RAIMUNDO DE CASTRO MAIA,SEBASTIAO RODRIGUES URBANO/ R RAIMUNDO DE CASTRO MAIA
-46.63647621317725,-23.64589152198315,"R. GEN. MANOEL VARGAS , 0",R ONZE DE FEVEREIRO/ R GENERAL MANUEL VARGAS,ONZE DE FEVEREIRO/ R GENERAL MANUEL VARGAS
-46.42060846467997,-23.51799446240208,"AV. NORDESTINA , 4545",R ANTONIO DA SILVA CORREIA/ R LUIS ANTONIO PEREIRA,ANTONIO DA SILVA CORREIA/ R LUIS ANTONIO PEREIRA
-46.51040042384926,-23.60162335034935,"AV. SAPOPEMBA , 9317",R ALBERTO GOMES LEITE/ R FRANCISCO VAZ COELHO,ALBERTO GOMES LEITE/ R FRANCISCO VAZ COELHO
-46.71853273346776,-23.58552102928036,"R. JOSÉ JANNARELLI , 126",R LICIO MARCONDES DO AMARAL/ AV PROFESSOR FRANCISCO MORATO,LICIO MARCONDES DO AMARAL/ AV PROFESSOR FRANCISCO MORATO
-46.6740694976432,-23.47122440697062,"AV. DEP. CANTIDIO SAMPAIO , 537",R ANTONIO FELICIANO DE CASTILHO/ R LAUREANO JOSE DE LIMA,ANTONIO FELICIANO DE CASTILHO/ R LAUREANO JOSE DE LIMA
-46.71309802608133,-23.51356333242157,"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 751",RUA BARTOLOMEU PAES,UA BARTOLOMEU PAES
-46.6023916474132,-23.60280861337595,"TERM. SACOMÃ - PLAT. 4 , 0",R DAS JUNTAS PROVISORIAS/ R FRANCISCO PERES,DAS JUNTAS PROVISORIAS/ R FRANCISCO PERES
-46.66538510177816,-23.60786677495169,"AV. IRAI , 75",R JUQUIS/ AV IBIRAPUERA,JUQUIS/ AV IBIRAPUERA
-46.44980415290031,-23.53742346028008,"R. DR. AURELIANO BARREIROS , 615",,
-46.51102059704404,-23.5495535840335,"R. TEODORO LORENCINI , 274",Próximo a Av. Itaquera,Próximo a Av. Itaquera
-46.40013444654684,-23.57375215378817,"AV. CACHOEIRA MORENA , 925",R IGARAPE DA BELA AURORA/ R IGARAPE PALMEIRA,IGARAPE DA BELA AURORA/ R IGARAPE PALMEIRA
-46.73187878805138,-23.82612000766718,"AV. SADAMU INOUE , 6771",RUA EUZÉBIO COGHI,UA EUZÉBIO COGHI
-46.64039539832067,-23.58254781421943,"AV. CONS. RODRIGUES ALVES , 271",R DOUTOR FABRICIO VAMPRE/ R CUBATAO,DOUTOR FABRICIO VAMPRE/ R CUBATAO
-46.69875440906971,-23.72741134439783,"AV. SEN. TEOTÔNIO VILELA , 3064",R TSUNEO HATA/ R MARIA CASUSA FEITOSA,TSUNEO HATA/ R MARIA CASUSA FEITOSA
-46.6902340893628,-23.55091709999216,"R. HARMONIA , 805",R RODESIA/ R PURPURINA,RODESIA/ R PURPURINA
-46.62913051751032,-23.57534281332648,"R. PEDRA AZUL , 314",RUA AMETISTA,UA AMETISTA
-46.80852956094257,-23.41634304196813,"R. ALOISIO MAGALHÃES , 0",RUA PARTICULAR TRINTA E QUATRO,UA PARTICULAR TRINTA E QUATRO
-46.7482208192481,-23.48817154747686,"R. JANNART MOUTINHO RIBEIRO , 39",AV MUTINGA,AV MUTINGA
-46.67175223368237,-23.55397003252765,"R. TEODORO SAMPAIO , 87",AV DOUTOR ARNALDO/ AV DOUTOR ENEAS CARVALHO DE AGUIAR,AV DOUTOR ARNALDO/ AV DOUTOR ENEAS CARVALHO DE AGUIAR
-46.65153401786924,-23.66589547752889,"AV. RODRIGUES MONTEMOR , 921",R ANTONIO DE PINHO DE AZEVEDO/ R PAULO RODRIGUES DURAO,ANTONIO DE PINHO DE AZEVEDO/ R PAULO RODRIGUES DURAO
-46.62578440937967,-23.6149636277685,"R. GEN. CHAGAS SANTOS , 999",R ANGOSTURA/ R ONEYDA ALVARENGA,ANGOSTURA/ R ONEYDA ALVARENGA
-46.46514612944085,-23.50651464288071,"R. ARRAIAL DE SANTA BÁRBARA , 0",AV MARIO ALVES/ R CAPAROSA,AV MARIO ALVES/ R CAPAROSA
-46.42301831827591,-23.55494930423163,"R. LUÍS MATHEUS , 1505",R JARDIM TAMOIO,JARDIM TAMOIO
-46.76770602320037,-23.67204279105542,"R. SIMÃO ALVES DE ALMEIDA , 294",Rua Serra de Mongaguá,ua Serra de Mongaguá
-46.58050939002286,-23.43937827729612,"R. DOMÊNICO FERRABOSCO , 24",ALAMEDA DAS PALMEIRAS/RUA KINOCO/RUAFRANCESCO MANFREDINI,ALAMEDA DAS PALMEIRAS/RUA KINOCO/RUAFRANCESCO MANFREDINI
-46.60466854776989,-23.6262245161361,"R. MQ. DE LAGES , 1417",R VICENTE PISANI/ R ITALVA,VICENTE PISANI/ R ITALVA
-46.69579214253011,-23.52185124518951,"R. GUAICURUS , 1100",R ESPARTACO/ R MORAIS E SILVA,ESPARTACO/ R MORAIS E SILVA
-46.67713251156372,-23.75014118063554,"R. STO. ANTONIO DE OSSELA , 475",,
-46.75600420556291,-23.64763586439288,"R. NSA. SRA. DO BOM CONSELHO , 59",,
-46.55396830964269,-23.52816580422682,"TERM. ARICANDUVA , 0",AV. CELSO GARCIA X AV. AIRTON PRETINI,AV. CELSO GARCIA X AV. AIRTON PRETINI
-46.50198773734419,-23.53070964180263,"TERM. METRÔ PATRIARCA (LADO SUL) , 0",,
-46.61933746776254,-23.613711614486,"R. FRANCISCO DIAS , 331",R FRANCISCO MALDONADO/ PC BRAS GONCALVES,FRANCISCO MALDONADO/ PC BRAS GONCALVES
-46.79059607660349,-23.60114617104698,"R. NAZIR MIGUEL , 587",,
-46.75185228136927,-23.63575190469064,"AV. PROF. LEITÃO DA CUNHA , 0",,
-46.71582412815705,-23.76710521975496,"TERM. VARGINHA , 0",AV PAULO GUILGUER REIMBERG/ R RUBEN DARIO,AV PAULO GUILGUER REIMBERG/ R RUBEN DARIO
-46.64196923262202,-23.62687962225985,"AV. JABAQUARA , 2673",AV ITACIRA/ AV PIASSANGUABA,AV ITACIRA/ AV PIASSANGUABA
-46.61964566250949,-23.55626287041229,"AV. DO ESTADO , 5143",R CORONEL CINTRA/ R OSCAR HORTA,CORONEL CINTRA/ R OSCAR HORTA
-46.56727112118922,-23.55061174298376,"R. SERRA DO JAPI , 1332",R ITAPETI/ R GUATACABA,ITAPETI/ R GUATACABA
-46.62304487965222,-23.48449819955264,"R. JERÔNIMA DIAS , 300",R JOAO CASTELHANOS/ R RAFAEL DE OLIVEIRA,JOAO CASTELHANOS/ R RAFAEL DE OLIVEIRA
-46.6443030578284,-23.67188842983816,"AV. CUPECE , 4283",R. RIO GRANDE DO SUL,RIO GRANDE DO SUL
-46.47735365094577,-23.61638818834561,"R. DIRCEU COELHO , 120",R GUILHERME SANDEVILLE/ R GASTAO DE ALMEIDA,GUILHERME SANDEVILLE/ R GASTAO DE ALMEIDA
-46.57293023459997,-23.50357996889915,"R. OSAKA , 1105",R JOSE CADILHE/ R KOBE,JOSE CADILHE/ R KOBE
-46.63296362039901,-23.53597899936203,"AV. PRESTES MAIA , 940",AV PRESTES MAIA/ R MAUA,AV PRESTES MAIA/ R MAUA
-46.78625017152505,-23.58415323340458,"ROD. RAPOSO TAVARES , 8015",R AGOSTINHO DE AZEVEDO/ ACESSO A RUA ERICO VERISSIMO,AGOSTINHO DE AZEVEDO/ ACESSO A RUA ERICO VERISSIMO
-46.61663560842958,-23.57937775896146,"R. CEL. DIOGO , 1176",R CESAR GUIMARAES/ R MARIANO PROCOPIO,CESAR GUIMARAES/ R MARIANO PROCOPIO
-46.731580593386,-23.59448102777552,"R. JOAQUIM GALVÃO , 280",PÇA.   JOSÉ ÓRIA,PÇA.   JOSÉ ÓRIA
-46.59164005979943,-23.50881499996095,"R. ARARITÁGUABA , 53",R HENRIQUE LEITAO/ R ORLANDO MAIA,HENRIQUE LEITAO/ R ORLANDO MAIA
-46.69124138829841,-23.46115950167954,"R. JOÃO PINTO DE OLIVEIRA , 79",R INVERNO/ R SANTANA DO ARACUAI,INVERNO/ R SANTANA DO ARACUAI
-46.74268217530133,-23.3974919344859,"R. ERNESTO DIOGO DE FARIA , 554",R JULIO DE OLIVEIRA/ EST DO PINHEIRINHO,JULIO DE OLIVEIRA/ EST DO PINHEIRINHO
-46.6656704345021,-23.51024820898396,"AV. ORDEM E PROGRESSO , 1111",R SAMARITA/ PC DEL. AMOROSO NETO,SAMARITA/ PC DEL. AMOROSO NETO
-46.75716952987293,-23.55070129636656,"AV. CORIFEU DE AZEVEDO MARQUES , 6047",R ALEXANDRITA/ AV MARTIN LUTHER KING,ALEXANDRITA/ AV MARTIN LUTHER KING
-46.42752037218111,-23.52807243738912,"R. MARINHO ARCANJO DOS SANTOS , 50",R JOAO PINHEIRO GUIMARAES/ VEL SEIS,JOAO PINHEIRO GUIMARAES/ VEL SEIS
-46.68871202695085,-23.57279799851895,"AV. BRIG. FARIA LIMA , 1811",R DONA ELISA PEREIRA DE BARROS/ R IRACI,DONA ELISA PEREIRA DE BARROS/ R IRACI
-46.59449402003369,-23.51344598763735,"AV. NADIR DIAS DE FIGUEIREDO , 1206",RUA DOM LUIS FELIPE DE ORLEANS/RUA PADRE JOÃO ANTONIO,UA DOM LUIS FELIPE DE ORLEANS/RUA PADRE JOÃO ANTONIO
-46.40928958556935,-23.51045546331686,"R. JOSÉLÂNDIA , 110",RUA TRÊS ILHAS,UA TRÊS ILHAS
-46.72744349225702,-23.63386384151073,"R. JOSÉ RAMON URTIZA , 1221",R RIBEIRAO DA PRATA/ R ITAPAIUNA,RIBEIRAO DA PRATA/ R ITAPAIUNA
-46.6635368280938,-23.69168539869163,"ESTR. DO ALVARENGA , 11464",PC DOM LUIS DE MASCARENHAS/ R PROFESSOR CORREA BRITO,PC DOM LUIS DE MASCARENHAS/ R PROFESSOR CORREA BRITO
-46.66302657289964,-23.47625835246189,"R. MENDONCA JÚNIOR , 658",,
-46.7402746703608,-23.55095124591235,"AV. JAGUARÉ , 1133",AV KENKITI SIMOMOTO/ PC FRANCISCO LUIS GONZAGA,AV KENKITI SIMOMOTO/ PC FRANCISCO LUIS GONZAGA
-46.57655541213621,-23.44261825136651,"R. DOS PINHEIROS (JAÇANÃ) , 37",RUA OZILAS,UA OZILAS
-46.64445853226603,-23.53358604348293,"TERM. PRINCESA ISABEL , 0",AV RIO BRANCO/ R DOS GUAIANAZES,AV RIO BRANCO/ R DOS GUAIANAZES
-46.62520881415981,-23.49835614414163,"R. VOLUNTÁRIOS DA PÁTRIA , 2451",R. CONSELHEIRO SARAIVA / R. AMARAL GAMA,CONSELHEIRO SARAIVA / R. AMARAL GAMA
-46.61739244369384,-23.6254465567674,"R. D. VILARES , 145",R KITIZO UTIYAMA/ R DOS OPERARIOS,KITIZO UTIYAMA/ R DOS OPERARIOS
-46.73388729603668,-23.67503467859223,"AV. GUARAPIRANGA , 860",R. IRUTIM,IRUTIM
-46.64804475654032,-23.45922038478027,"AV. PERI RONCHETTI , 135",R INDIO PERI / R DOLORES BARRETO COELHO,INDIO PERI / R DOLORES BARRETO COELHO
-46.58860908239551,-23.50963998747401,"R. ARARITÁGUABA , 382",R ANTONIO SOBREDA/ R ORLANDO MAIA,ANTONIO SOBREDA/ R ORLANDO MAIA
-46.39921163680107,-23.52029639007522,"ESTR. D. JOÃO NERI , 3269",R GERONIMO BARBOSA DA SILVA/ R JOSE INOCENCIO DA COSTA,GERONIMO BARBOSA DA SILVA/ R JOSE INOCENCIO DA COSTA
-46.58562211982132,-23.50601899491951,"R. SAMURAIS , 148",R GASTAO MADEIRA/ PC GOMES FIGUEIREDO,GASTAO MADEIRA/ PC GOMES FIGUEIREDO
-46.46011300229769,-23.55613440669871,"R. CACHOEIRA DA ILHA , 22",R SAO JOAO DAS DUAS BARRAS/ R SANTA MARCELINA,SAO JOAO DAS DUAS BARRAS/ R SANTA MARCELINA
-46.74706907803956,-23.41526786810505,"R. PRINCIPAL , 8",Rua Canada,ua Canada
-46.66517660079617,-23.46282141852008,"AV. MASAO WATANABE , 418",R DOUTOR ARAUJO CASTRO/ AV MASAO WATANABE,DOUTOR ARAUJO CASTRO/ AV MASAO WATANABE
-46.61328155776948,-23.60231064737704,"R. SALVADOR SIMÕES , 1033",AV DR.  GENTIL DE MOURA,AV DR.  GENTIL DE MOURA
-46.67751090416046,-23.63572768705855,"AV. PROF. VICENTE RÁO , 0",R SONIA RIBEIRO/ R CRISTOVAO PEREIRA,SONIA RIBEIRO/ R CRISTOVAO PEREIRA
-46.41468258248022,-23.49804853446625,"AV. DOS IPÊS , 1171",R BALIEIRA BRANCA/ R MACAUBA MIRIM,BALIEIRA BRANCA/ R MACAUBA MIRIM
-46.65872968252931,-23.45469043599502,"R. SOLAR , 0",RUA DOM AQUINO,UA DOM AQUINO
-46.64269451041018,-23.54427499084971,"AV. IPIRANGA , 0",R. SETE DE ABRIL / R. BASÍLIO DA GAMA,SETE DE ABRIL / R. BASÍLIO DA GAMA
-46.6763932260688,-23.54486008649488,"AV. PAULO VI , 1840",,
-46.67226395987156,-23.63232468676305,"R. JOAQUIM NABUCO , 1623",RUA TIBIRICA,UA TIBIRICA
-46.62839591443471,-23.46117831898908,"R. DO HORTO , 327",R ROSALVO RIBEIRO/ R VILARINHO,ROSALVO RIBEIRO/ R VILARINHO
-46.59677456731696,-23.63978843291962,"R. AMADEU GIUSTI , 0",Praça Dirceu de Castro,Praça Dirceu de Castro
-46.69599796317095,-23.5736000162421,"AV. REBOUÇAS , 3931",SHOPPING ELDORADO,SHOPPING ELDORADO
-46.64374172937067,-23.47773228983726,"AV. DIREITOS HUMANOS , 0",AV DOUTOR FRANCISCO RANIERI/ R ALBERTO SAVOY,AV DOUTOR FRANCISCO RANIERI/ R ALBERTO SAVOY
-46.65444443305004,-23.53812105243082,"AV. ANGÉLICA , 634",,
-46.60316006537614,-23.47891216666325,"R. AUSÔNIA , 540",AV DOUTOR ANTONIO MARIA LAET/ R GODOFREDO FURTADO,AV DOUTOR ANTONIO MARIA LAET/ R GODOFREDO FURTADO
-46.57794808668881,-23.53452484566009,"AV. CELSO GARCIA , 3489",RUA IVAÍ,UA IVAÍ
-46.65959244111007,-23.52318413379262,"AV. DR. ABRAÃO RIBEIRO , 53",AV MARQUES DE SAO VICENTE/ R DO BOSQUE,AV MARQUES DE SAO VICENTE/ R DO BOSQUE
-46.52267947131629,-23.55767958173873,"TERM. VILA CARRÃO , 0",R EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO,EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO
-46.58945730537057,-23.44221229058624,"AV. ANTONELO DA MESSINA , 1673",R BOAVENTURA COLETTI/ R DO USHIKICHI KAMIYA,BOAVENTURA COLETTI/ R DO USHIKICHI KAMIYA
-46.71125981065838,-23.58078502899588,"AV. PROF. FRANCISCO MORATO , 1258",R DOUTOR QUEIROS GUIMARAES/ R PORTO GRANDE,DOUTOR QUEIROS GUIMARAES/ R PORTO GRANDE
-46.75870805941386,-23.68334371481024,"ESTR. GUAVIRUTUBA , 1193",R GEORGE SAULO/ R MANUEL LARANJEIRA,GEORGE SAULO/ R MANUEL LARANJEIRA
-46.73244295547543,-23.48692450705199,"R. PROF. ARAÚJO COELHO , 191",R PRF. ARAUJO COELHO/ AV MUTINGA,PRF. ARAUJO COELHO/ AV MUTINGA
-46.53627033236501,-23.56492858901146,"R. CABINARI , 359",R  DO SAGRADO CORACAO,DO SAGRADO CORACAO
-46.41904125155431,-23.58424616188007,"R. JUÁ MIRIM , 221",R. IMBIRAS,IMBIRAS
-46.74345168124582,-23.54004430351508,"R. CATALUNHA , 268",R MONTE VERDE/ R BARAO DE ANTONINA,MONTE VERDE/ R BARAO DE ANTONINA
-46.58888979613918,-23.59249361977605,"C10 TAMANDUATEÍ - SÃO CAETANO , 1000",R VEMAG,VEMAG
-46.40674062455004,-23.50530647897339,"AV. IPÊ ROXO , 961",R GUAIUVIRA/ R RIO DA CASCA,GUAIUVIRA/ R RIO DA CASCA
-46.70437690125651,-23.57119905135524,"AV. VALDEMAR FERREIRA , 112",Esquina com a Rua Armand Fairbanks,Esquina com a Rua Armand Fairbanks
-46.52811510193493,-23.65198317819646,"C10 PR. SALADINO - PR. CELSO DANIEL-S. ANDRÉ , 40",R ITAMBE,ITAMBE
-46.58569297576931,-23.54794380848887,"R. SERRA DE JAIRÉ , 599",R TOBIAS BARRETO/ R ARMANDO FERREIRA VARANDA,TOBIAS BARRETO/ R ARMANDO FERREIRA VARANDA
-46.67024356140768,-23.7524321502816,"R. CLARISSA , 0",R MARCELINO NOGUEIRA JUNIOR/ R AMAZONAS MARCONDES,MARCELINO NOGUEIRA JUNIOR/ R AMAZONAS MARCONDES
-46.40899455842547,-23.51914742357398,"R. ROMUALDO DE SOUZA BRITO , 445",ENTRE AS RUAS JOSÉ PESSOTA E SANTA RITA DO PARAISO - (OPOSTO AO Nº 466).,ENTRE AS RUAS JOSÉ PESSOTA E SANTA RITA DO PARAISO - (OPOSTO AO Nº 466).
-46.64441072463817,-23.47747729291714,"AV. DR. FRANCISCO RANIERI , 700",R   LACERDA MARQUES,LACERDA MARQUES
-46.40754926256663,-23.60927401679987,"ESTR. VOVÓ DONA CAROLINA , 2012",,
-46.57390135241224,-23.46667613628434,"R. LOPES DA COSTA , 258",R BOA MEMORIA/ R GUAJARAS,BOA MEMORIA/ R GUAJARAS
-46.60452892553435,-23.51647500334099,"AV. GUILHERME , 677",RUA JOÃO VENTURA BATISTA,UA JOÃO VENTURA BATISTA
-46.63742860142464,-23.53059503629909,"R. RIBEIRO DE LIMA , 506",R CORREIA DE MELO/ R PRATES,CORREIA DE MELO/ R PRATES
-46.764260051602,-23.67217178036963,"R. PIETRO LONGHI , 181",R ROSALBA CARRIERA/ R FRANCESCO LAURANA,ROSALBA CARRIERA/ R FRANCESCO LAURANA
-46.69501030822479,-23.76551516548741,"AV. CARLOS ALBERTO BASTOS MACHADO , 57",R DENIS DUPONT/ R CORONEL EDGARD PEREIRA ARMOND,DENIS DUPONT/ R CORONEL EDGARD PEREIRA ARMOND
-46.69406780531361,-23.62415478672391,"AV. ROQUE PETRONI JÚNIOR , 759",R JACERU/ R SANTO ARCADIO,JACERU/ R SANTO ARCADIO
-46.59515014910148,-23.47405316506029,"R. CTE. ANTÔNIO PAIVA SAMPAIO , 202",R OCEANIA/ AV MAESTRO VILLA LOBOS,OCEANIA/ AV MAESTRO VILLA LOBOS
-46.58230304484436,-23.5360768514249,"AV. SALIM FARAH MALUF , 140",RUA CONSELHEIRO COTEGIPE,UA CONSELHEIRO COTEGIPE
-46.73464106101714,-23.45068967444299,"ESTR. DE TAIPAS , 560",R ELVIRA HIDALGO/ R SEM NOME,ELVIRA HIDALGO/ R SEM NOME
-46.78869662774696,-23.44526885580314,"R. ALBERT JANSEN , 0",,
-46.45941980625459,-23.61507614193948,"AV. MARIANA DE SOUZA GUERRA , 685",VEL SEIS/ R ORLANDO AUGUSTO DA SILVA,VEL SEIS/ R ORLANDO AUGUSTO DA SILVA
-46.66954652370747,-23.47467837845039,"TERM. VILA NOVA CACHOEIRINHA , 0",AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA,AV INAJAR DE SOUZA/ TERMINAL VILA NOVA CACHOEIRINHA
-46.59097059597666,-23.6456113901362,"R. JOSÉ ANTÔNIO VALADARES , 586",RUA ANTÔNIO FRUTUOSO BARBOSA,UA ANTÔNIO FRUTUOSO BARBOSA
-46.67779138937077,-23.49377831748326,"AV. DEP. EMÍLIO CARLOS , 1355",R DOS RODRIGUES/ R PIRACANJUBA,DOS RODRIGUES/ R PIRACANJUBA
-46.66111831360175,-23.55664198965043,"AV. PAULISTA , 2319",R BELA CINTRA/ R HADDOCK LOBO,BELA CINTRA/ R HADDOCK LOBO
-46.47547884447956,-23.56451241399581,"FRANCISCO FURTADO , 354",R VILAR DO PARAISO/ R MORUBIXABA,VILAR DO PARAISO/ R MORUBIXABA
-46.51138436166087,-23.61733128334528,"R. PALMEIRA DE VINHO , 368",,
-46.66947228174968,-23.54552806334744,"R. ZEQUINHA DE ABREU , 27",PC WENDELL WILKIE/ R ALMIRANTE PEREIRA GUIMARAES,PC WENDELL WILKIE/ R ALMIRANTE PEREIRA GUIMARAES
-46.75069846196519,-23.58617812043022,"ROD. RAPOSO TAVARES , 0",R BASILIO LEVI/ R LUDOVICO ARIOSTO,BASILIO LEVI/ R LUDOVICO ARIOSTO
-46.74746164268039,-23.54150530874833,"AV. DRACENA , 613",RUA DIGO PIRES,UA DIGO PIRES
-46.42841539087095,-23.52038747434016,"R. PE. NILDO DO AMARAL JÚNIOR , 985",R. DANIEL NORCOMBE,DANIEL NORCOMBE
-46.48438085493891,-23.5395795510779,"M03 ARTUR ALVIM - PATRIARCA , 154",AV AGUIA DE HAIA,AV AGUIA DE HAIA
-46.39929751052223,-23.55709222578781,"AV. MIGUEL ACHIOLE DA FONSECA , 1231",R   JOSE DA SILVA SANTOS,JOSE DA SILVA SANTOS
-46.49082471277751,-23.56531245505891,"AV. GAMELEIRA BRANCA , 814",R JOAO CAMINHA RODRIGUES/ R JOSE MADRAZO,JOAO CAMINHA RODRIGUES/ R JOSE MADRAZO
-46.64056155947042,-23.53517702505979,"AV. DQ. DE CAXIAS , 952",PC   JULIO PRESTES,PC   JULIO PRESTES
-46.50338488975245,-23.48261286057834,"VIA PARQUE , 0",USP LESTE/ PORTÃO 1 EACH,USP LESTE/ PORTÃO 1 EACH
-46.65576053968343,-23.50376820894546,"R. URBANO DUARTE , 785",PC CRUZ DA ESPERANCA/ R MANOEL GARCIA,PC CRUZ DA ESPERANCA/ R MANOEL GARCIA
-46.746898452365,-23.59819805614737,"AV. PIRAJUSSARA , 4370",R SEBASTIAO FERNANDES DE SOUSA/ R JOSE PEDRO DA SILVA,SEBASTIAO FERNANDES DE SOUSA/ R JOSE PEDRO DA SILVA
-46.51174943437452,-23.59525138263397,"R. JULIANO CARTARI , 39",,
-46.62465561394743,-23.55817487652032,"R. PROF. DEMOSTENES BATISTA FIGUEIRA MARQUES , 8",RUA OTTO DE ALENCAR,UA OTTO DE ALENCAR
-46.70618317044099,-23.48830742444333,"R. RIO VERDE , 1241",R. MANOEL BENAVENTE,MANOEL BENAVENTE
-46.61635974249941,-23.54096492883398,"LGO. DA CONCORDIA , 0",Rua Barão de Ladário / Rua Miler,ua Barão de Ladário / Rua Miler
-46.71534500472015,-23.51430933565955,"R. BARTHOLOMEU PAES , 150",R CAMACAM/ R JORGE NUNES KEHDI,CAMACAM/ R JORGE NUNES KEHDI
-46.64800545048855,-23.54876998636387,"R. CAIO PRADO , 165",RUA GRAVATAI,UA GRAVATAI
-46.60157694136246,-23.51908298314487,"R. EUGÊNIO DE FREITAS , 525",,
-46.74060016238269,-23.4063888888327,"R. CANHOBA , 334",R CAVALO MARINHO/ R ELEUSIS,CAVALO MARINHO/ R ELEUSIS
-46.6619925046904,-23.49874024944135,"AV. JOSÉ DE BRITO DE FREITAS , 571",R EPICURO/ R ELIAS GANNAM,EPICURO/ R ELIAS GANNAM
-46.71262329665412,-23.72630039005627,"R. JOSÉ SOLANA , 220",R ALFONSO DE ALBUQUERQUE/ R JOSE LUIS MONTEIRO,ALFONSO DE ALBUQUERQUE/ R JOSE LUIS MONTEIRO
-46.67422333158716,-23.51938319330066,"PÇA. PASCOAL MARTINS , 54",,
-46.72674046814494,-23.64255480104704,"AV. MJ. SYLVIO DE MAGALHÃES PADILHA , 0",R ITAPAIUNA/ AC PONTE JOAO DIAS AV MARGINAL DO RIO PINHEIROS,ITAPAIUNA/ AC PONTE JOAO DIAS AV MARGINAL DO RIO PINHEIROS
-46.58337587077072,-23.58423264039479,"TERM. V. PRUDENTE CENTRAL , 0",Metrô Vila Prudente,Metrô Vila Prudente
-46.56898435479922,-23.47806607119888,"R. CAP. ALCOCK , 556",R CAP. ALCOCK/ R FRANCISCO FERREIRA DE CARVALHO,CAP. ALCOCK/ R FRANCISCO FERREIRA DE CARVALHO
-46.71530356801572,-23.64137377275617,"R. LAGUNA , 0",Rua Bragança Paulista,ua Bragança Paulista
-46.45877496881578,-23.56921134447205,"R. JOHN SPEERS , 977",AV. OSVALDO PUCCI,AV. OSVALDO PUCCI
-46.65991662599323,-23.46833937866808,"R. ODASSI NAZZALI , 132",AV PARADA PINTO/ R FERNANDO PESSOA,AV PARADA PINTO/ R FERNANDO PESSOA
-46.74860880102928,-23.49254352920384,"R. PE. ANÍBAL DIFRÂNCIA , 439",PC ALCEBIADES DE SOUZA/ R MANOEL OLIVA DE ANDRADE SILVA,PC ALCEBIADES DE SOUZA/ R MANOEL OLIVA DE ANDRADE SILVA
-46.69712865896782,-23.6591346410071,"AV. NSA. SRA. DO SABARÁ , 155",R JOSE PEDRO SILVEIRA/ R DOUTOR ARMANDO DA SILVA PRADO,JOSE PEDRO SILVEIRA/ R DOUTOR ARMANDO DA SILVA PRADO
-46.69764624013664,-23.48881839732093,"PÇA. PEDRO BLASERNA (C. P. PORTELA) , 0",Av. Ministro Petrônio Portela,Av. Ministro Petrônio Portela
-46.70005980131156,-23.61074886358198,"AV. MAGALHÃES DE CASTRO , 0",PTE OCTAVIO FRIAS DE OLIVEIRA/ R FRANCISCO TRAMONTANO,PTE OCTAVIO FRIAS DE OLIVEIRA/ R FRANCISCO TRAMONTANO
-46.53289455350916,-23.50855983038586,"R. JÚLIO MARCELINO DE FARIAS , 334",R. ERNESTINA DEL BUONO TRAMA / R. ANACLETO FERNANDES,ERNESTINA DEL BUONO TRAMA / R. ANACLETO FERNANDES
-46.65211902542452,-23.66228549521203,"R. PROF. NELSON DE SENA , 737",R CORONEL TEODORO FERREIRA/ R DIOGO VASCONCELOS,CORONEL TEODORO FERREIRA/ R DIOGO VASCONCELOS
-46.64410126618176,-23.61193969469681,"AV. JOSÉ MARIA WHITAKER , 0",R MAIACARE/ AV SENADOR CASIMIRO DA ROCHA,MAIACARE/ AV SENADOR CASIMIRO DA ROCHA
-46.6857485238151,-23.72577031341964,"AV. MANUEL ALVES SOARES , 620",R JOSE FRANCISCO DE MORAIS/ R ANTONIO EGIDIO MARTINS,JOSE FRANCISCO DE MORAIS/ R ANTONIO EGIDIO MARTINS
-46.64059870156294,-23.49357321018726,"R. NOVA DOS PORTUGUESES , 463",TV. FERNANDO ALDANA / R. AURÉLIO DA SILVA,TV. FERNANDO ALDANA / R. AURÉLIO DA SILVA
