longitude,latitude,pt_nome,pt_descric,pt_enderec
-46.58316510959133,-23.51503894759873,"R. DA GÁVEA , 1109",R AMAMBAI/ R ELI,AMAMBAI/ R ELI
-46.69772129625328,-23.47222647129896,"ESTR. DO SABÃO , 1103",R SALDANHA DE OLIVEIRA/ R JOSE ANTONIOLLI,SALDANHA DE OLIVEIRA/ R JOSE ANTONIOLLI
-46.57685156543048,-23.39681445690141,"AV. CEL. SEZEFREDO FAGUNDES , 19597",RUA DOS CÂNTAROS/CLUBE ''ALPES DA CANTAREIRA''/RUA FLORIANO DE FREITAS,UA DOS CÂNTAROS/CLUBE ''ALPES DA CANTAREIRA''/RUA FLORIANO DE FREITAS
-46.66266685517689,-23.68596242142934,"R. MONS. MAGGI , 45",AV EDUARDO PEREIRA RAMOS/ R DINA DE AZEVEDO ALVIM,AV EDUARDO PEREIRA RAMOS/ R DINA DE AZEVEDO ALVIM
-46.57638800181548,-23.56312371386831,"R. JABOTICABAL , 828",R CAMBARA/ R DO ERARIO,CAMBARA/ R DO ERARIO
-46.54863730995395,-23.54115273087109,"AV. CONS. CARRÃO , 1047",R TRES MARTELOS/ R COMENDADOR GIL PINHEIRO,TRES MARTELOS/ R COMENDADOR GIL PINHEIRO
-46.69556539475045,-23.44867456980343,"R. FORTUNATO DEVOTO , 26",R.FREDERICO LACROZE / R. GREGORIO POMAR,FREDERICO LACROZE / R. GREGORIO POMAR
-46.50336773304912,-23.52857465533588,"R. RENATO , 0",R IMPATA/ R NHATUMANI,IMPATA/ R NHATUMANI
-46.66892143484787,-23.50219325425498,"R. MADALENA MADUREIRA , 212",R JOAO SERRANO/ R GENERAL TASSO FRAGOSO,JOAO SERRANO/ R GENERAL TASSO FRAGOSO
-46.76373387771621,-23.72361855216272,"AV. TAQUANDAVA , 815",R IMBIRE/ R CAPITINGA,IMBIRE/ R CAPITINGA
-46.72914999566418,-23.48323051386715,"AV. DR. FELIPE PINEL , 508",R LOUREIRO DE APOLO/ R SEM NOME,LOUREIRO DE APOLO/ R SEM NOME
-46.76253212834052,-23.65416785471263,"TERM. CAPELINHA - PLAT. 5 , 0",R JOAO FRANCISCO DELMAS/ AV CARLOS CALDEIRA FILHO,JOAO FRANCISCO DELMAS/ AV CARLOS CALDEIRA FILHO
-46.59328086115595,-23.56281276446799,"R. GUAIMBÊ , 228",,
-46.6462756773923,-23.48673225714179,"AV. ENG. CAETANO ALVARES , 4307",R RODOLFO MARIN/ R CARLOS ROCHA,RODOLFO MARIN/ R CARLOS ROCHA
-46.75605422176614,-23.64282488577725,"R. LIRA CEARENSE , 348",Condomínio Morumbi Sul II,Condomínio Morumbi Sul II
-46.75634230256412,-23.61872199307291,"AV. ANACÉ , 235",R OCAPEGUARA/ R SUBAE,OCAPEGUARA/ R SUBAE
-46.63765474611718,-23.48775422752566,"AV. CONS. MOREIRA DE BARROS , 1701",RUA  JOSÉ LEITE DE ALMEIDA/RUA  DONA MARTINHA,UA  JOSÉ LEITE DE ALMEIDA/RUA  DONA MARTINHA
-46.63390355062465,-23.55403392187417,"R. DA GLÓRIA , 138",R CONDE DO PINHAL/ R DOS ESTUDANTES,CONDE DO PINHAL/ R DOS ESTUDANTES
-46.60994753020542,-23.61845756600642,"AV. PRES. TANCREDO NEVES , 2271",AV. TERESA PAULO / PÇA. SALVADOR ALLENDE,AV. TERESA PAULO / PÇA. SALVADOR ALLENDE
-46.70493789192481,-23.57254704702057,"AV. PROF. FRANCISCO MORATO , 100",R MMDC/ AV LINEU DE PAULA MACHADO,MMDC/ AV LINEU DE PAULA MACHADO
-46.45157921850595,-23.51382957083869,"ESTR. DO IMPERADOR , 5420",R FLOR DE CACHIMBO/ R FOLHA DE SANTANA,FLOR DE CACHIMBO/ R FOLHA DE SANTANA
-46.49038061440212,-23.59511732098917,"R. PROF. ADHEMAR ANTÔNIO PRADO , 275",,
-46.76788802134803,-23.67213779117088,"R. SIMÃO ALVES DE ALMEIDA , 299",Rua Serra de Mongaguá,ua Serra de Mongaguá
-46.76578029360659,-23.59841611044627,"R. JERÔNIMO FERNANDES , 356",,
-46.61572634726353,-23.65749140989762,"AV. DO CURSINO , 0",AV MIGUEL ESTEFANO/ R ANGELO BERTINI,AV MIGUEL ESTEFANO/ R ANGELO BERTINI
-46.69975794443845,-23.56988904367052,"R. EUGÊNIO DE MEDEIROS , 96",R PASCOAL BIANCO/ PTE BERNARDO GODFARB,PASCOAL BIANCO/ PTE BERNARDO GODFARB
-46.75225658477918,-23.54668329981127,"R. S. FIDELIS , 272",PC JOSE SAMPAIO/ R PARANAUCU,PC JOSE SAMPAIO/ R PARANAUCU
-46.65266368176304,-23.46979335111518,"AV. PARADA PINTO , 1813",R JOSE BRITO BROCA/ VEL UM,JOSE BRITO BROCA/ VEL UM
-46.7585932400042,-23.63138994371073,"R. PROFA. NINA STOCCO , 845",R MANUEL BICUDO/ R JOAO FRANCO LIMA,MANUEL BICUDO/ R JOAO FRANCO LIMA
-46.64808097020956,-23.68807736932003,"R. RAINHA DAS MISSÕES , 421",,
-46.57709207242317,-23.54078981528312,"R. CRUZ ALTA , 0",METRO TATUAPE/ R CARAGUATAÍ,METRO TATUAPE/ R CARAGUATAÍ
-46.72390677084979,-23.5615701510632,"AV. PROF. LUCIANO GUALBERTO , 315",AV PROFESSOR LUCIO MARTINS RODRIGUES/ R DO ANFITEATRO,AV PROFESSOR LUCIO MARTINS RODRIGUES/ R DO ANFITEATRO
-46.71581183330239,-23.56311512057527,"AV. DA UNIVERSIDADE , 0",PC PROFESSOR RUBIAO MEIRA/ PC PROFESSOR REINALDO PORCHART,PC PROFESSOR RUBIAO MEIRA/ PC PROFESSOR REINALDO PORCHART
-46.70205024853593,-23.76570118538793,"R. SIDÔNIO APOLINÁRIO , 5",RUA PORFIRIO DE GAZA (TP 675D/10),UA PORFIRIO DE GAZA (TP 675D/10)
-46.77566700041482,-23.65936887031124,"ESTR. DE ITAPECERICA , 5006",R MARIA GERALDINA DE CAMPOS/ AV CARLOS LACERDA,MARIA GERALDINA DE CAMPOS/ AV CARLOS LACERDA
-46.58823882704824,-23.58508265079872,"AV. PROF. LUIZ IGNÁCIO ANHAIA MELLO , 673",R COELHO NETO/ R MARIA DAFFRE,COELHO NETO/ R MARIA DAFFRE
-46.60556051080944,-23.63478648077767,"AV. PE. ARLINDO VIEIRA , 1653",R ALMIRANTE ARI PARREIRAS/ R DOUTOR ARGEMIRO ANTONIO SILVEIRA,ALMIRANTE ARI PARREIRAS/ R DOUTOR ARGEMIRO ANTONIO SILVEIRA
-46.67557771736989,-23.69450342156105,"R. ANTÔNIO DO CAMPO , 85",AV. NOSSA SENHORA DO SABARÁ,AV. NOSSA SENHORA DO SABARÁ
-46.53523334411076,-23.56404158994166,"AV. TRUMAIN , 303",PC LIBERIA/ R NOVA TRENTO,PC LIBERIA/ R NOVA TRENTO
-46.41385842669993,-23.54576431867504,"R. PROF. FRANCISCO PINHEIRO , 365",R. EDUARDO ALVES,EDUARDO ALVES
-46.65873464911419,-23.7549861051856,"ESTR. DA LIGAÇÃO , 0",RUA CALIFORNIA/RUA TUPI,UA CALIFORNIA/RUA TUPI
-46.58286887537174,-23.58413163936527,"M15 V. PRUDENTE - ORATÓRIO , 0",,
-46.54459237862078,-23.53100476431531,"R. AQUILINO VIDAL , 178",R VERA CRUZ/ R CAIRO,VERA CRUZ/ R CAIRO
-46.53926632990302,-23.55830362722759,"AL. RAINHA SANTA , 210",R CONDEUBA/ R GERALDO CORREA,CONDEUBA/ R GERALDO CORREA
-46.44271336015046,-23.494136633185,"AV. NORDESTINA , 128",R DANIEL BERNARDO/ VEL QUATRO,DANIEL BERNARDO/ VEL QUATRO
-46.74064736845462,-23.63769886325284,"AV. CARLOS CALDEIRA FILHO , 5722",R JOAO CALIXTO/ R JOAQUIM NUNES TEIXEIRA,JOAO CALIXTO/ R JOAQUIM NUNES TEIXEIRA
-46.56223115614327,-23.55275471877464,"R. EMÍLIA MARENGO , 476",R TEREBE/ R MARIPA,TEREBE/ R MARIPA
-46.67289481558708,-23.67260051046751,"AV. JOÃO PEIXOTO VIEGAS , 860",RUA JOÃO DOS SANTOS ERNECK,UA JOÃO DOS SANTOS ERNECK
-46.4254164875529,-23.49942055942451,"AV. COCA , 537",PC FATIMA SILVA REIS/ R PALANQUE,PC FATIMA SILVA REIS/ R PALANQUE
-46.69622261118143,-23.67516156754226,"AV. ENG. EUZÉBIO STEVAUX , 1158",R NISO VIANA/ R ARNALDO MAGNICCARO,NISO VIANA/ R ARNALDO MAGNICCARO
-46.73935636512458,-23.64179384138132,"ESTR. DE ITAPECERICA , 398",R ARISTODEMO GAZZOTTI/ R CORONEL LUIS SCHIMITH,ARISTODEMO GAZZOTTI/ R CORONEL LUIS SCHIMITH
-46.70538092892017,-23.8494508269983,"ESTR. DA COLÔNIA , 1350",RUA ROSARIA CHACON DA CUNHA,UA ROSARIA CHACON DA CUNHA
-46.36944793356361,-23.50669736473372,"R. MARCO ANTÔNIO SETTI , 155",R DES FERNANDO DE ALBUQUERQUE PRADO / R MARIO ANTUNES MACIEL RAMOS,DES FERNANDO DE ALBUQUERQUE PRADO / R MARIO ANTUNES MACIEL RAMOS
-46.46705806023208,-23.52209057884324,"R. CORACÃO NOTURNO , 466",R LUA DO ALFORJE/ R TOMARACA,LUA DO ALFORJE/ R TOMARACA
-46.53345630331533,-23.58029951240327,"AV. ANTÔNIO BUONO , 273",R RIO ESPERA/ R MAESTRO DI NEGRI,RIO ESPERA/ R MAESTRO DI NEGRI
-46.66161794541432,-23.66238752258211,"AV. CUPECE , 2308",R DULCE CARNEIRO/ R MANUEL AUGUSTO DE ALVARENGA,DULCE CARNEIRO/ R MANUEL AUGUSTO DE ALVARENGA
-46.48071575319343,-23.5783203676778,"AV. AFONSO DE SAMPAIO E SOUSA , 2390",AV MARIA LUIZA AMERICANO/ TRAVESSA FERNANDO LAETE,AV MARIA LUIZA AMERICANO/ TRAVESSA FERNANDO LAETE
-46.40333346845125,-23.55946622689639,"R. DR. JOÃO LEAL DA COSTA , 460",,
-46.75319586589539,-23.46238667645232,"ESTR. TURÍSTICA DO JARAGUÁ , 3675",R. COM.  J. DE MATOS -- ALDEIA,COM.  J. DE MATOS -- ALDEIA
-46.75407919586851,-23.65510382578614,"R. LUIZA MENDECINO DOS SANTOS , 228",R   CAMITO LUIZ DO NASCIMENTO,CAMITO LUIZ DO NASCIMENTO
-46.66094100012094,-23.64817958345537,"R. ALBA , 1533",R ROSA GEBARA BOUTROS/ R GUSTAVO DA SILVEIRA,ROSA GEBARA BOUTROS/ R GUSTAVO DA SILVEIRA
-46.67371682871692,-23.66680453849732,"AV. YERVANT KISSAJIKIAN , 539",R ANTONIO GIL/ R VICENTE PEREIRA DE ASSUNCAO,ANTONIO GIL/ R VICENTE PEREIRA DE ASSUNCAO
-46.72234046206594,-23.65498573323624,"EST. STO. AMARO , 0",ESTAÇÃO SANTO AMARO,ESTAÇÃO SANTO AMARO
-46.70370709151569,-23.51740428800064,"R. JOHN HARRISON , 93",,
-46.67088614627963,-23.58152790776072,"R. TABAPUÃ , 49",R BRASILIA/ AV SAO GABRIEL,BRASILIA/ AV SAO GABRIEL
-46.64633852047744,-23.53242905410129,"AL. NOTHMANN , 598",R. GUAIANASES,GUAIANASES
-46.64340036280404,-23.58555280965852,"R. RIO GRANDE , 149",R MORGADO DE MATEUS,MORGADO DE MATEUS
-46.64971397331702,-23.68321439560554,"AV. YERVANT KISSAJIKIAN , 3451",R JOSE ALVES FIDALGO/ R BEM AVENTURADO TEOFANO VENARD,JOSE ALVES FIDALGO/ R BEM AVENTURADO TEOFANO VENARD
-46.69858232295776,-23.75264723267439,"AV. ANTÔNIO CARLOS BENJAMIM DOS SANTOS , 1493",R. WALTER SGARBI / R. ROGÉRIO FERNANDES,WALTER SGARBI / R. ROGÉRIO FERNANDES
-46.72007609175675,-23.47733051366027,"AV. COM. FEIZ ZARZUR , 576",AV CDOR. FEIZ ZARZUR/ R DOMINGOS MOREIRA,AV CDOR. FEIZ ZARZUR/ R DOMINGOS MOREIRA
-46.74902998378923,-23.43808077234204,"R. FRANCISCO DA CUNHA MENEZES , 1244",R ALFREDO ROMEA/ R AMADEU ROLDAN,ALFREDO ROMEA/ R AMADEU ROLDAN
-46.78841166792333,-23.43421090408139,"R. DIEGO VELASQUEZ , 533",R ELISA DINA/ R ERNESTINA LONEZ,ELISA DINA/ R ERNESTINA LONEZ
-46.47743474052859,-23.59006730578911,"AV. ARICANDUVA , 8734",R PORTO DAS ARMADIAS/ R PASTOR ADARCY DE OLIVEIRA,PORTO DAS ARMADIAS/ R PASTOR ADARCY DE OLIVEIRA
-46.64244680950299,-23.45743837645947,"PÇA. HENRIQUE MEDEIROS , 0",,
-46.76239912842363,-23.65446585300758,"TERM. CAPELINHA - DESEMB. PLAT 6 , 0",,
-46.73518293474155,-23.48628651786527,"R. BENEDITO PEREIRA , 31",TRAV. AV. MUTINGA ALTURA 950,TRAV. AV. MUTINGA ALTURA 950
-46.75099630323887,-23.63149292099265,"R. ANTÔNIO JOSÉ BASTOS , 444",R ANTONIO JOSE BASTOS/ R FERNANDES SARZEDAS,ANTONIO JOSE BASTOS/ R FERNANDES SARZEDAS
-46.6765219076015,-23.6371336779424,"R. NICOLAU DA ROCHA VITA , 1621",R NICOLAU DA ROCHA VITA/ R TIBIRICA,NICOLAU DA ROCHA VITA/ R TIBIRICA
-46.52938255296138,-23.51735078097563,"R. S. FLORÊNCIO , 456",R PICO DO BAEPI/ R ANTONIETA JORGE RIBEIRO,PICO DO BAEPI/ R ANTONIETA JORGE RIBEIRO
-46.70487622058022,-23.7669261883129,"R. PORFÍRIO DE GAZA , 342",RUA PANTENO,UA PANTENO
-46.58959878651169,-23.59356461708745,"AV. PRES. WILSON , 4930",R AIDA -- Nº5031 - CD Bandeirantes Logistica,AIDA -- Nº5031 - CD Bandeirantes Logistica
-46.52328233588428,-23.59571841415872,"AV. SAPOPEMBA , 7817",RUA CASTRO AVELAENS,UA CASTRO AVELAENS
-46.76269923625333,-23.62252099491321,"ESTR. DO CAMPO LIMPO , 4806",R BERNARDO DE MATOS/ R TETSUKO KANAI,BERNARDO DE MATOS/ R TETSUKO KANAI
-46.50254282909577,-23.50247376942899,"R. PASTORIL DE ITAPETINGA , 642",RUA CAREIRO/RUA MANOEL FELIPE TEIXEIRA,UA CAREIRO/RUA MANOEL FELIPE TEIXEIRA
-46.51445748050747,-23.57515847996467,"AV. INCONFIDÊNCIA MINEIRA , 1058",R JEJU/ R JOSE LOPES DE TOLEDO,JEJU/ R JOSE LOPES DE TOLEDO
-46.41588462226809,-23.48339160356401,"AV. OLIVEIRA FREIRE , 1979",R CEREJA/ R LILIACEAS,CEREJA/ R LILIACEAS
-46.62353763041009,-23.5561078824447,"R. LEOPOLDO MIGUEZ , 448",R ORLANDO TEIXEIRA/ R DOUTOR PEDRO SEVERIANO,ORLANDO TEIXEIRA/ R DOUTOR PEDRO SEVERIANO
-46.66407108624073,-23.61557873694625,"AV. BANDEIRANTES , 3637",AL DOS AICAS/ AL DOS TUPINIQUINS,AL DOS AICAS/ AL DOS TUPINIQUINS
-46.40157333612495,-23.60248402970782,"AV. LUIZ JOSÉ COSTA - LEANDRO , 321",RUA OLEGÁRIO VICTOR,UA OLEGÁRIO VICTOR
-46.6257056396356,-23.54811692427057,"VIAD. ANTÔNIO NAKASHIMA , 0",R DA FIGUEIRA/ VDTO VINTE E CINCO DE MARCO,DA FIGUEIRA/ VDTO VINTE E CINCO DE MARCO
-46.66743920472263,-23.57292593584294,"AV. BRASIL , 915",R CUBA/ R CANADA,CUBA/ R CANADA
-46.53420137313055,-23.55809861339968,"R. TAUBATÉ , 999",R VACANGA/ R TUPARAQUARA,VACANGA/ R TUPARAQUARA
-46.74780508858156,-23.41037289202401,"R. VIOLETA SILVESTRE , 109",TV TAIA,TV TAIA
-46.59207480818579,-23.5812016792276,"R. CAP. PACHECO E CHAVES , 500",R JOAO PADILHA/ R DIANOPOLIS,JOAO PADILHA/ R DIANOPOLIS
-46.49349489791124,-23.50457473379101,"AV. OLAVO EGÍDIO DE SOUZA ARANHA , 368",R ITAPIRUNA/ R ARLETE  -  EE D MIGUEL DE CERVANTES Y SAAVEDRA,ITAPIRUNA/ R ARLETE  -  EE D MIGUEL DE CERVANTES Y SAAVEDRA
-46.45558913542907,-23.52829851782781,"R. MONTANHAS , 13",R MONTE HOREBE/ R CAROLINA FONSECA,MONTE HOREBE/ R CAROLINA FONSECA
-46.62332385128187,-23.49211716643597,"R. DR. ZUQUIM , 1484",R DA. BEATRIS CORREIA/ R LIDIA COELHO,DA. BEATRIS CORREIA/ R LIDIA COELHO
-46.66352854674815,-23.48268032534591,"AV. JOÃO DOS SANTOS ABREU , 1098",,
-46.49810645603343,-23.62234522233079,"R. ROSAS DE MAIO , 137",,
-46.41882946223241,-23.52309943441451,"R. JURANDIR PAIS LEME , 346",RUA NICOLAU DE LEMOS GARCIA/ R.  NILDO DO AMARAL JÚNIOR,UA NICOLAU DE LEMOS GARCIA/ R.  NILDO DO AMARAL JÚNIOR
-46.38069758388631,-23.58143506301049,"ESTR. MANOEL DE OLIVEIRA RAMOS , 293",R ESTADO DO ESPIRITO SANTO/ R ESTADO DO MATO GROSSO DO SUL,ESTADO DO ESPIRITO SANTO/ R ESTADO DO MATO GROSSO DO SUL
-46.69001342477863,-23.74401524550998,"AV. DA. BELMIRA MARIN , 1618",,
-46.4823760591343,-23.4846777904386,"C12 USP LESTE - COM. ERMELINO , 2001",R DR ASSIS RIBEIRO,DR ASSIS RIBEIRO
-46.54815236902698,-23.52507280109899,"LGO. DO ROSÁRIO , 20",R DOUTOR ALMEIDA NOGUEIRA/ R MAJOR ANGELO ZANCHI - CENTRO CULTURAL DA PENHA,DOUTOR ALMEIDA NOGUEIRA/ R MAJOR ANGELO ZANCHI - CENTRO CULTURAL DA PENHA
-46.42976337242478,-23.52247246892835,"R. GUABIROBA DE MINAS , 29",Próximo a Av. Carlo Mannelli,Próximo a Av. Carlo Mannelli
-46.3798595865204,-23.58272805480004,"ESTR. MANOEL DE OLIVEIRA RAMOS , 12",R MARIA ROGOSSIAN/ R ESTADO DO ESPIRITO SANTO,MARIA ROGOSSIAN/ R ESTADO DO ESPIRITO SANTO
-46.66318205471079,-23.62689568422662,"R. VIEIRA DE MORAES , 2074",R DOUTOR JESUINO MACIEL/ R ITUMBIARA,DOUTOR JESUINO MACIEL/ R ITUMBIARA
-46.74696852195044,-23.57782014650273,"AV. ENG. HEITOR ANTÔNIO EIRAS GARCIA , 1259",VLA PRINCIPADO DE ANDRADE/ R LUIS LOPES COELHO,VLA PRINCIPADO DE ANDRADE/ R LUIS LOPES COELHO
-46.78638387113196,-23.67081085133179,"ESTR. DE ITAPECERICA , 6698",R SILVIA DE FARIA MARCONDES/ R RELVA DO OLIMPO,SILVIA DE FARIA MARCONDES/ R RELVA DO OLIMPO
-46.66025153137395,-23.49520226011,"R. ÁGUAS VIRTUOSAS , 1214",,
-46.43327347599249,-23.48341865379511,"AV. DR. JOSÉ ARTUR DA NOVA , 1310",AV OLIVEIRA FREIRE/ R PEDROSO DA SILVA,AV OLIVEIRA FREIRE/ R PEDROSO DA SILVA
-46.6944549983987,-23.85581376679486,"ESTR. DA BARRAGEM , 992",Sítio Bueno,Sítio Bueno
-46.75619731039083,-23.61680500111837,"R. JARACATIÁ , 26",EST DO CAMPO LIMPO/ R CARANANDINA,EST DO CAMPO LIMPO/ R CARANANDINA
-46.70677159789662,-23.65342169451293,"AV. PE. JOSÉ MARIA , 25",R PAULO EIRO/ LARGO TREZE DE MAIO,PAULO EIRO/ LARGO TREZE DE MAIO
-46.67651108823107,-23.58470391010908,"R. JOAQUIM FLORIANO , 724",RUA JOAO CACHOEIRA,UA JOAO CACHOEIRA
-46.68110841101262,-23.76949510704799,"R. MJ. LÚCIO DIAS RAMOS , 135",RUA PROFº FRANCISCO MARQUES DE OLIVEIRA JR,UA PROFº FRANCISCO MARQUES DE OLIVEIRA JR
-46.75546975930786,-23.48797456947218,"ESTR. TURÍSTICA DO JARAGUÁ , 680",R CEL. JOSE RUFINO FREIRE/ AV JORN. PAULO ZING,CEL. JOSE RUFINO FREIRE/ AV JORN. PAULO ZING
-46.56247003609698,-23.58718456632424,"R. SUZANA , 748",R SAO JOSE DA TAPERA/ R SALES,SAO JOSE DA TAPERA/ R SALES
-46.57256830527299,-23.48377205615379,"PÇA. AUGUSTA VITÓRIA , 77",AV ANTENOR NAVARRO/ AV EDGAR RUZZANT,AV ANTENOR NAVARRO/ AV EDGAR RUZZANT
-46.74975186953382,-23.46974063376486,"R. MANUEL ANTÔNIO CARVALHO , 224",R JOSE TOMAS DE SOUZA/ R MAJ. ALFREDO ROMAO,JOSE TOMAS DE SOUZA/ R MAJ. ALFREDO ROMAO
-46.57585793648478,-23.58346762187502,"AV. PROF. LUIZ IGNÁCIO ANHAIA MELLO , 1773",RUA TORQUATO TASSO - PORTA DIREITA,UA TORQUATO TASSO - PORTA DIREITA
-46.65245595756297,-23.68111741291317,"AV. YERVANT KISSAJIKIAN , 3091",R DELFINO FACCHINA/ R BRASIL,DELFINO FACCHINA/ R BRASIL
